,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
1036,2.78,2.86,115,6,0,0,0,0,4,0,0,0,117,25,0,0,3,0,18,0,0,5,131,19,0,0,5,0,13,0,0,8,128,14,0,0,2,0,11,0,1,6,112,13,0,0,1,0,9,0,0,2,112,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,3.2,3.35,38,13,0,0,0,0,0,0,0,2,38,16,0,0,0,0,0,0,0,1,37,12,0,0,0,0,0,0,0,3,37,13,0,0,0,0,0,0,0,1,24,11,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,2.52,2.88,85,11,0,0,2,0,8,0,0,3,84,27,0,0,1,0,24,0,0,7,106,19,0,0,0,1,18,0,0,3,108,21,0,0,0,2,19,0,0,7,109,18,0,0,0,0,17,0,0,3,109,35,0,0,0,0,32,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,3.1,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,74,0,0,1,0,65,0,0,19,369,156,0,0,4,0,140,0,0,39,382,79,0,0,1,5,72,0,0,15,378,94,0,0,1,10,82,0,0,17,355,113,0,1,4,9,99,0,0,32,258,19,0,0,0,2,17,0,0,4
1040,2.9,3.1,98,34,0,0,3,0,25,0,0,5,99,47,0,0,4,0,34,0,0,9,66,16,0,0,0,0,11,0,0,3,66,25,0,0,0,0,21,0,0,5,65,9,0,0,0,0,9,0,0,1,66,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,2.52,2.63,45,3,0,0,1,0,2,0,0,2,46,4,0,0,2,0,2,0,0,3,35,5,0,0,2,0,3,0,0,2,35,1,0,0,0,0,1,0,0,0,42,3,0,0,1,0,2,0,0,1,42,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,2.48,2.76,165,6,0,1,2,0,2,0,0,2,165,31,0,2,6,0,12,0,1,11,145,14,0,4,5,0,1,0,0,5,145,29,0,5,8,0,6,0,1,11,129,9,0,0,2,0,4,0,0,4,130,24,0,1,10,0,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,2.15,2.18,94,3,0,0,1,0,0,0,0,0,94,6,0,0,6,0,0,0,1,0,106,4,0,2,0,0,2,0,0,4,106,4,0,1,0,2,1,0,0,2,103,2,0,1,1,0,0,0,0,2,106,5,0,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,2.15,2.34,81,4,0,2,1,0,0,0,0,3,80,16,0,5,8,0,0,0,0,12,90,7,0,4,3,0,0,0,0,4,90,5,0,1,4,0,0,0,0,4,90,2,0,1,1,0,0,0,0,1,89,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,2.36,2.53,104,3,0,1,2,0,0,0,0,2,104,14,0,3,4,2,0,0,0,11,100,0,0,0,0,0,0,0,0,0,102,6,0,0,4,0,0,0,0,5,92,5,0,1,0,3,1,0,0,1,92,4,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,2.16,2.32,91,0,0,0,0,0,0,0,0,0,92,1,0,0,1,0,0,0,0,0,75,3,0,0,2,0,0,0,0,0,75,2,0,0,2,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,2.2,2.36,70,2,0,0,2,0,0,0,0,0,70,2,0,0,2,0,0,0,0,0,65,4,0,2,1,0,1,0,0,2,67,3,0,0,1,0,2,0,0,2,65,2,0,0,1,0,0,0,0,1,65,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,2.44,2.65,146,10,0,3,2,0,2,0,0,9,151,20,0,6,7,1,3,0,0,18,183,14,0,2,6,0,1,0,0,12,187,20,0,2,8,0,3,0,1,17,156,10,0,4,4,0,1,0,0,6,159,17,0,6,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,3.0,3.29,83,14,0,0,0,0,12,0,0,1,83,32,0,0,0,0,30,0,0,7,61,14,0,0,0,0,9,0,0,2,61,15,0,0,0,0,12,0,0,2,76,25,0,0,0,0,23,0,0,1,76,36,0,0,2,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,2.85,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,69,0,0,6,0,59,0,0,20,376,96,0,0,6,0,83,0,2,28,430,79,0,0,2,2,73,0,0,12,426,84,0,0,7,6,69,0,0,18,424,83,0,0,4,6,72,0,0,10,249,1,0,0,0,0,1,0,0,0
1051,2.65,2.87,26,3,0,0,0,0,3,0,0,0,26,13,0,0,0,0,6,0,0,6,24,2,0,0,0,1,1,0,0,2,24,4,0,0,2,1,1,0,0,3,23,2,0,0,2,0,0,0,0,2,22,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,2.64,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,37,0,6,10,0,14,0,0,21,317,49,0,5,9,0,23,0,0,22,335,52,0,5,9,12,26,0,0,20,334,54,0,5,8,18,22,1,0,24,356,66,0,10,14,14,27,0,0,31,258,0,0,0,0,0,0,0,0,0
1053,2.38,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,1,62,3,0,0,2,0,0,0,0,3,56,2,0,0,0,0,0,0,0,2,56,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,2.89,3.06,131,20,0,0,1,2,15,0,0,3,132,43,0,0,2,13,26,0,0,9,128,33,0,0,4,4,25,0,0,6,128,31,0,0,5,5,21,0,0,6,126,36,0,2,8,7,19,0,0,15,126,34,0,0,6,11,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2.85,3.12,127,19,0,0,3,1,15,0,0,7,126,36,0,0,7,1,27,0,0,12,114,22,0,0,6,0,15,0,0,4,114,29,0,0,6,0,21,0,0,9,122,22,0,0,5,3,12,0,0,6,123,28,0,0,1,3,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,2.12,2.18,91,0,0,0,0,0,0,0,0,0,91,3,0,1,2,0,0,0,0,3,62,1,0,1,0,0,0,0,0,0,62,3,0,2,0,0,0,0,0,2,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,2.74,2.94,101,4,0,0,0,0,4,0,0,3,102,32,0,0,0,0,25,0,0,12,102,30,0,0,8,0,22,0,0,7,102,25,0,0,4,0,21,0,0,5,117,22,0,0,1,1,20,0,0,7,115,26,0,0,0,3,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,3.0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,75,0,0,7,0,61,0,0,20,364,113,0,0,8,0,96,0,0,23,366,79,0,0,4,0,69,0,0,13,357,87,0,0,4,0,78,0,1,18,343,70,0,0,5,0,60,0,0,11,337,75,0,0,6,0,64,0,0,20
1059,3.13,3.32,69,22,0,0,2,0,17,0,0,6,68,29,0,1,5,0,17,0,0,10,50,26,0,0,0,0,19,0,0,5,51,22,0,0,4,0,16,0,0,4,57,20,0,0,5,0,11,0,0,5,58,18,0,0,4,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,3.06,3.14,143,25,0,0,2,0,21,0,0,4,142,35,0,0,4,0,27,0,0,5,133,41,0,0,0,0,36,0,0,10,134,25,0,0,0,0,22,0,0,4,159,43,0,0,0,7,35,0,0,5,159,54,0,0,0,11,39,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2.75,2.88,49,3,0,0,0,0,2,0,0,2,50,11,0,0,1,0,6,0,0,7,60,13,0,0,4,3,6,0,0,7,60,15,0,0,2,5,8,0,0,8,54,4,0,0,0,0,3,0,0,0,54,10,0,0,2,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,2.57,2.68,77,8,0,1,1,3,3,0,0,5,78,10,0,0,2,3,5,0,0,5,90,15,0,2,0,3,10,0,0,9,92,9,0,1,1,1,6,0,0,6,72,5,0,0,0,0,3,0,0,4,73,13,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,2.75,2.87,106,4,0,0,1,0,3,0,0,2,106,19,0,0,4,2,12,1,1,13,108,22,0,0,3,0,15,0,0,9,110,21,0,0,4,0,15,0,0,9,95,22,0,1,4,2,14,1,0,14,96,21,0,0,4,3,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,2.87,3.01,137,15,0,0,1,0,13,0,0,1,138,35,0,0,4,0,28,0,0,6,144,34,0,0,2,0,30,0,0,8,146,29,0,0,1,0,26,0,0,9,124,24,0,0,1,0,21,0,0,6,124,27,0,0,1,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,2.11,2.18,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,133,2,0,1,0,0,0,0,0,0,135,2,0,1,0,0,0,0,0,0,139,3,0,1,1,0,1,0,0,1,140,5,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,2.55,2.56,143,4,0,1,0,0,2,0,0,1,143,13,0,0,4,0,4,0,0,4,137,17,0,1,7,0,7,0,0,11,140,17,0,3,5,0,7,0,0,11,127,22,0,2,4,1,15,0,0,13,126,16,0,1,3,2,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,2.33,2.46,48,0,0,0,0,0,0,0,0,0,49,11,0,1,2,0,5,0,0,8,45,4,0,0,1,1,2,0,0,1,47,4,0,1,0,1,2,0,0,1,43,3,0,0,0,0,2,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,3.04,3.25,97,17,0,0,3,2,11,0,0,5,98,29,0,0,4,6,17,0,0,8,116,35,0,0,0,8,24,0,0,15,116,42,0,0,0,16,24,0,0,14,105,37,0,0,2,0,25,0,0,11,105,31,0,0,0,0,23,0,0,6,122,30,0,0,2,8,20,0,0,8,121,57,0,0,3,18,36,0,0,20,90,13,0,0,0,0,8,0,0,2,90,25,0,0,0,0,16,0,0,7,83,25,0,2,2,3,18,0,0,9,84,25,0,0,1,5,19,0,0,8
1069,2.31,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,10,0,1,3,0,3,0,0,9,253,5,0,0,1,0,2,0,0,5,237,11,0,2,4,0,2,0,0,7,247,9,0,1,3,0,1,0,1,8,262,16,0,1,5,0,4,0,0,12,227,0,0,0,0,0,0,0,0,0
1070,3.29,3.55,158,42,0,0,0,6,34,0,0,4,159,84,0,0,0,12,63,0,0,14,141,76,0,4,7,10,50,0,0,15,143,83,0,4,7,10,58,0,0,14,137,45,0,0,1,7,35,0,0,9,138,61,0,0,5,9,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,2.47,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,28,0,5,7,7,9,0,0,16,391,33,0,4,8,9,12,0,0,16,376,19,0,0,5,0,9,0,0,8,358,20,0,1,2,0,13,0,0,6,428,22,0,4,5,1,12,0,0,13,396,10,0,2,2,2,4,0,0,4
1072,2.7,2.95,61,4,0,0,2,0,2,0,0,3,63,22,0,0,7,0,13,0,2,15,81,13,0,0,2,0,9,0,0,8,82,16,0,0,2,0,10,0,0,11,81,7,0,0,1,1,5,0,0,4,83,12,0,0,1,2,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,2.8,3.14,117,11,0,0,1,0,8,0,0,4,117,39,0,0,2,0,34,0,0,13,108,10,0,0,0,0,9,0,1,3,111,21,0,0,2,0,17,0,0,10,97,13,0,0,1,0,12,0,0,5,97,18,0,0,2,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,2.78,3.18,112,9,0,0,3,1,4,0,0,3,113,29,0,0,9,9,10,0,0,17,121,25,0,0,5,6,12,0,0,10,122,39,0,0,6,17,13,0,0,20,114,21,0,0,0,8,6,0,0,10,114,25,0,0,0,15,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,2.8,2.99,106,15,0,0,0,0,13,0,0,5,106,33,0,0,2,0,28,0,0,10,101,16,0,0,3,0,12,0,0,4,100,16,0,0,4,0,11,0,0,5,99,12,0,0,0,0,11,0,0,0,98,10,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,3.11,3.27,116,22,0,0,0,0,20,0,0,7,116,40,0,0,2,0,35,0,0,11,88,31,0,0,3,0,26,0,0,6,86,19,0,0,1,0,16,0,0,5,115,19,0,0,2,1,16,0,0,5,114,21,0,0,1,3,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,2.33,2.25,110,3,0,3,0,0,0,0,0,1,112,2,0,0,0,0,0,0,0,2,111,7,0,5,2,0,0,0,0,6,112,6,0,2,1,0,0,0,0,3,96,4,0,2,2,0,0,0,0,3,96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,2.75,2.77,117,3,0,0,0,0,3,0,0,0,117,13,0,0,2,3,7,0,0,5,136,20,0,0,4,7,5,0,0,7,139,14,0,0,0,9,4,0,0,5,130,21,0,0,4,6,9,0,0,9,129,15,0,0,2,7,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,2.65,2.75,131,13,0,0,3,2,8,0,0,5,133,9,0,0,2,1,5,1,0,3,141,32,0,0,6,0,18,0,0,16,143,24,0,0,7,0,10,0,0,17,154,22,0,0,3,7,10,0,0,13,154,15,0,0,1,5,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,2.45,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,30,0,6,10,6,7,0,0,19,320,23,0,1,7,6,9,0,0,12,370,16,0,6,3,0,6,0,0,6,380,4,0,1,0,0,2,0,0,2,370,27,0,5,8,0,7,0,0,16,270,1,0,0,0,0,1,0,0,0
1081,3.03,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,32,0,0,5,5,22,0,0,11,163,43,0,0,6,7,27,0,0,12,134,22,0,0,3,6,10,0,0,6,135,28,0,0,3,9,13,0,0,13,130,36,0,0,3,8,23,0,0,17,97,12,0,0,0,0,9,0,0,3
