,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Meeting Target,Rigorous Instruction Rating_Not Meeting Target,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Meeting Target,Collaborative Teachers Rating_Not Meeting Target,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_Meeting Target,Supportive Environment Rating_Not Meeting Target,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Meeting Target,Effective School Leadership Rating_Not Meeting Target,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Meeting Target,Strong Family-Community Ties Rating_Not Meeting Target,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Meeting Target,Trust Rating_Not Meeting Target,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Meeting Target,Student Achievement Rating_Not Meeting Target
1057,P.S. 032 THE GIFFORD SCHOOL,353100010032,31R032,31,40.555229,-74.154172,"32 ELVERTON AVE STATEN ISLAND, NY 10308",STATEN ISLAND,10308,"PK,0K,01,02,03,04,05",PK,05,No,0.243,87061.73,2%,3%,1%,17%,17%,78%,0.95,0.13,0.88,0.9,0.93,0.83,0.86,0.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1058,I.S. 034 TOTTENVILLE,353100010034,31R034,31,40.507803,-74.24322099999999,"528 ACADEMY AVE STATEN ISLAND, NY 10307",STATEN ISLAND,10307,"06,07,08",06,08,No,0.225,48443.1284931506,1%,4%,0%,11%,11%,85%,0.93,0.22,0.9,0.85,0.84,0.78,0.72,0.87,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1059,P.S. 35 THE CLOVE VALLEY SCHOOL,353100010035,31R035,31,40.613578000000004,-74.098959,"60 FOOTE AVE STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05",0K,05,No,0.319,74254.73,3%,6%,9%,24%,32%,57%,0.94,0.14,0.99,0.96,0.99,0.85,0.87,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1060,P.S. 036 J. C. DRUMGOOLE,353100010036,31R036,31,40.543238,-74.182578,"255 IONIA AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"PK,0K,01,02,03,04,05",PK,05,No,0.17300000000000001,88391.97,2%,6%,0%,12%,12%,81%,0.95,0.08,0.89,0.85,0.91,0.69,0.84,0.83,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1061,P.S. 038 GEORGE CROMWELL,353100010038,31R038,31,40.574938,-74.099425,"421 LINCOLN AVE STATEN ISLAND, NY 10306",STATEN ISLAND,10306,"PK,0K,01,02,03,04,05",PK,05,No,0.5379999999999999,80042.25,15%,8%,2%,33%,36%,55%,0.95,0.16,0.98,0.92,0.96,0.84,0.82,0.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1062,P.S. 39 FRANCIS J. MURPHY JR.,353100010039,31R039,31,40.597613,-74.071405,"71 SAND LN STATEN ISLAND, NY 10305",STATEN ISLAND,10305,"PK,0K,01,02,03,04,05",PK,05,No,0.562,73449.66,11%,14%,5%,32%,37%,47%,0.94,0.19,0.97,0.93,0.97,0.85,0.86,0.94,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1063,THE STEPHANIE A. VIERNO SCHOOL,353100010041,31R041,31,40.573921999999996,-74.10908,"216 CLAWSON ST STATEN ISLAND, NY 10306",STATEN ISLAND,10306,"PK,0K,01,02,03,04,05",PK,05,No,0.47,72519.97,11%,7%,3%,29%,32%,57%,0.94,0.15,0.93,0.87,0.89,0.78,0.83,0.85,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1064,P.S. 042 ELTINGVILLE,353100010042,31R042,31,40.552214,-74.16904,"380 GENESEE AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"PK,0K,01,02,03,04,05",PK,05,No,0.249,79364.56,3%,5%,1%,14%,14%,80%,0.95,0.13,0.96,0.95,0.97,0.84,0.86,0.96,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1065,P.S. 044 THOMAS C. BROWN,353100010044,31R044,31,40.631586,-74.15706800000001,"80 MAPLE PKWY STATEN ISLAND, NY 10303",STATEN ISLAND,10303,"PK,0K,01,02,03,04,05",PK,05,No,0.8340000000000001,41056.56,7%,3%,39%,52%,91%,2%,0.91,0.37,0.89,0.85,0.87,0.72,0.81,0.9,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1066,P.S. 045 JOHN TYLER,353100010045,31R045,31,40.628306,-74.107516,"58 LAWRENCE AVE STATEN ISLAND, NY 10310",STATEN ISLAND,10310,"PK,0K,01,02,03,04,05",PK,05,No,0.635,66662.96,5%,5%,17%,47%,64%,27%,0.93,0.21,0.91,0.87,0.88,0.79,0.88,0.88,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1067,P.S. 046 ALBERT V. MANISCALCO,353100010046,31R046,31,40.594211,-74.08052099999999,"41 REID AVE STATEN ISLAND, NY 10305",STATEN ISLAND,10305,"PK,0K,01,02,03,04,05",PK,05,No,0.659,59790.15,9%,10%,15%,39%,54%,35%,0.92,0.27,0.94,0.93,0.96,0.87,0.84,0.98,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1068,P.S. 048 WILLIAM G. WILCOX,353100010048,31R048,31,40.602835,-74.091981,"1050 TARGEE ST STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.33399999999999996,72831.32,6%,17%,4%,18%,22%,59%,0.95,0.1,0.94,0.93,0.88,0.92,0.87,0.94,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1069,I.S. 49 BERTA A. DREYFUS,353100010049,31R049,31,40.620483,-74.080771,"101 WARREN ST STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"06,07,08",06,08,No,0.745,48443.1284931506,10%,11%,35%,41%,76%,12%,0.91,0.3,0.81,0.8,0.82,0.69,0.68,0.84,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1070,P.S. 050 FRANK HANKINSON,353100010050,31R050,31,40.561488,-74.124926,"200 ADELAIDE AVE STATEN ISLAND, NY 10306",STATEN ISLAND,10306,"PK,0K,01,02,03,04,05",PK,05,No,0.23399999999999999,82269.05,3%,9%,3%,15%,18%,71%,0.95,0.11,0.96,0.95,0.97,0.9,0.86,0.96,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1071,I.S. 051 EDWIN MARKHAM,353100010051,31R051,31,40.623011,-74.14529499999999,"20 HOUSTON ST STATEN ISLAND, NY 10302",STATEN ISLAND,10302,"06,07,08,SE",06,08,No,0.604,48443.1284931506,8%,6%,22%,44%,66%,27%,0.91,0.29,0.85,0.86,0.8,0.8,0.77,0.88,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1072,P.S. 052 JOHN C. THOMPSON,353100010052,31R052,31,40.582437,-74.088696,"450 BUEL AVE STATEN ISLAND, NY 10305",STATEN ISLAND,10305,"PK,0K,01,02,03,04,05",PK,05,No,0.39799999999999996,69961.21,12%,10%,1%,20%,21%,68%,0.94,0.17,0.93,0.93,0.94,0.85,0.86,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1073,THE BARBARA ESSELBORN SCHOOL,353100010053,31R053,31,40.552128,-74.13738199999999,"330 DURANT AVE STATEN ISLAND, NY 10308",STATEN ISLAND,10308,"PK,0K,01,02,03,04,05",PK,05,No,0.24,82129.41,4%,6%,2%,13%,15%,77%,0.95,0.13,0.98,0.97,0.99,0.91,0.87,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1074,P.S. 054 CHARLES W. LENG,353100010054,31R054,31,40.602779,-74.137628,"1060 WILLOWBROOK RD STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05",PK,05,No,0.439,78381.47,8%,32%,6%,24%,30%,36%,0.94,0.16,0.9,0.82,0.92,0.67,0.82,0.85,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1075,P.S. 055 HENRY M. BOEHM,353100010055,31R055,31,40.536389,-74.163422,"54 OSBORNE ST STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"PK,0K,01,02,03,04,05",PK,05,No,0.278,91069.0,2%,2%,0%,11%,12%,85%,0.95,0.11,0.95,0.91,0.89,0.8,0.86,0.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1076,P.S. 56 THE LOUIS DESARIO SCHOOL,353100010056,31R056,31,40.541959999999996,-74.21396700000001,"250 KRAMER AVE STATEN ISLAND, NY 10309",STATEN ISLAND,10309,"PK,0K,01,02,03,04,05",PK,05,No,0.25,80109.28,1%,4%,1%,13%,14%,81%,0.95,0.12,0.93,0.89,0.93,0.73,0.82,0.88,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1077,P.S. 057 HUBERT H. HUMPHREY,353100010057,31R057,31,40.611011,-74.083588,"140 PALMA DR STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"PK,0K,01,02,03,04,05",PK,05,No,0.845,43857.06,8%,4%,53%,34%,88%,7%,0.9,0.36,0.92,0.91,0.89,0.82,0.84,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1078,SPACE SHUTTLE COLUMBIA SCHOOL,353100010058,31R058,31,40.583065999999995,-74.160687,"77 MARSH AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05",PK,05,No,0.35700000000000004,75172.27,5%,14%,6%,25%,31%,53%,0.94,0.16,0.96,0.97,0.94,0.88,0.81,0.97,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1079,P.S. 060 ALICE AUSTEN,353100010060,31R060,31,40.610556,-74.162328,"55 MERRILL AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05,SE",PK,05,No,0.35600000000000004,79967.66,4%,11%,4%,26%,30%,56%,0.95,0.1,0.85,0.84,0.91,0.78,0.84,0.88,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1080,I.S. 061 WILLIAM A MORRIS,353100010061,31R061,31,40.634527,-74.097992,"445 CASTLETON AVE STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"06,07,08",06,08,No,0.7170000000000001,48443.1284931506,9%,5%,34%,44%,78%,16%,0.91,0.29,0.81,0.85,0.81,0.75,0.74,0.86,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1081,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,353100010063,31R063,31,40.581969,-74.15935999999999,"100 ESSEX DR STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"06,07,08",06,08,No,0.317,48443.1284931506,0%,10%,7%,20%,27%,62%,0.95,0.1,0.94,0.88,0.9,0.85,0.76,0.86,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1082,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,353100010065,31R065,31,40.633709,-74.078261,"98 GRANT ST STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"PK,0K,01,02,03,04,05",PK,05,No,0.503,58183.51,3%,4%,22%,41%,63%,27%,0.95,0.12,0.98,0.97,0.98,0.9,0.89,0.97,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1083,P.S. 069 DANIEL D. TOMPKINS,353100010069,31R069,31,40.591227,-74.15756,"144 KEATING PL STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"0K,01,02,03,04,05",0K,05,No,0.371,81128.29,5%,14%,3%,22%,25%,59%,0.95,0.12,0.98,0.94,0.96,0.86,0.82,0.92,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1084,I.S. 072 ROCCO LAURIE,353100010072,31R072,31,40.59247,-74.158532,"33 FERNDALE AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"06,07,08",06,08,No,0.366,48443.1284931506,4%,20%,5%,24%,29%,50%,0.94,0.17,0.89,0.93,0.86,0.87,0.69,0.93,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1085,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,353100010074,31R074,31,40.638837,-74.079494,"211 DANIEL LOW TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05",0K,05,No,0.8170000000000001,48219.48,30%,7%,24%,63%,87%,6%,0.92,0.29,0.83,0.83,0.81,0.76,0.86,0.88,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1086,I.S. 075 FRANK D. PAULO,353100010075,31R075,31,40.544369,-74.197201,"455 HUGUENOT AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"06,07,08",06,08,No,0.207,48443.1284931506,1%,9%,1%,10%,11%,79%,0.95,0.12,0.92,0.94,0.85,0.9,0.74,0.92,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1087,P.S. 78,353100010078,31R078,31,40.622417999999996,-74.079229,"100 TOMPKINS AVE STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"PK,0K,01,02,03,04,05",PK,05,Yes,0.884,38859.51,7%,3%,42%,49%,91%,5%,0.9,0.41,0.91,0.9,0.77,0.85,0.84,0.94,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1088,THE MICHAEL J. PETRIDES SCHOOL,353100011080,31R080,31,40.608441,-74.105262,"715 OCEAN TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.366,67750.03,1%,8%,20%,22%,42%,48%,0.95,0.1,0.93,0.92,0.87,0.9,0.8,0.92,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1089,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,353100010861,31R861,31,40.620326,-74.16443199999999,"280 REGIS DR STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.569,67543.01,4%,12%,21%,41%,63%,23%,0.94,0.17,0.94,0.91,0.85,0.82,0.81,0.9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1090,P.S./I.S. 045 HORACE E. GREENE,333200010045,32K045,32,40.686658,-73.910178,"84 SCHAEFER ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08,SE",0K,08,No,0.8240000000000001,37020.6,14%,2%,48%,47%,95%,1%,0.9,0.37,0.9,0.89,0.95,0.78,0.85,0.94,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1091,P.S. 075 MAYDA CORTIELLA,333200010075,32K075,32,40.693253999999996,-73.92132099999999,"95 GROVE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,05,No,0.856,35590.06,16%,2%,21%,74%,96%,2%,0.91,0.35,0.91,0.87,0.87,0.71,0.81,0.83,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1092,P.S. 086 THE IRVINGTON,333200010086,32K086,32,40.700748,-73.91766,"220 IRVING AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,05,No,0.8809999999999999,45302.62,28%,4%,1%,94%,95%,1%,0.95,0.16,0.93,0.95,0.95,0.92,0.85,0.99,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1093,P.S. 106 EDWARD EVERETT HALE,333200010106,32K106,32,40.693690999999994,-73.913234,"1328 PUTNAM AVE BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,05,No,0.847,41958.04,26%,2%,12%,86%,98%,1%,0.92,0.33,0.96,0.94,0.96,0.86,0.83,0.96,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1094,P.S. 116 ELIZABETH L FARRELL,333200010116,32K116,32,40.698057,-73.916588,"515 KNICKERBOCKER AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,05,No,0.8420000000000001,38932.96,26%,2%,4%,94%,98%,0%,0.94,0.21,0.9,0.81,0.9,0.63,0.79,0.83,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1095,P.S. 123 SUYDAM,333200010123,32K123,32,40.703905,-73.922574,"100 IRVING AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,05,No,0.8590000000000001,44858.04,28%,4%,3%,90%,94%,1%,0.95,0.17,0.9,0.94,0.94,0.88,0.89,0.97,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1096,P.S. 145 ANDREW JACKSON,333200010145,32K145,32,40.701446000000004,-73.932301,"100 NOLL ST BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,05,No,0.855,43502.4,17%,1%,3%,94%,97%,2%,0.93,0.24,0.91,0.91,0.93,0.83,0.82,0.96,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1097,P.S. 151 LYNDON B. JOHNSON,333200010151,32K151,32,40.693371,-73.908233,"763 KNICKERBOCKER AVE BROOKLYN, NY 11237",BROOKLYN,11237,"PK,0K,01,02,03,04,05",PK,05,No,0.892,41236.54,21%,0%,19%,73%,92%,8%,0.93,0.28,0.84,0.85,0.87,0.78,0.87,0.89,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1098,J.H.S. 162 THE WILLOUGHBY,333200010162,32K162,32,40.706871,-73.92002,"1390 WILLOUGHBY AVE BROOKLYN, NY 11237",BROOKLYN,11237,"06,07,08",06,08,No,0.845,48443.1284931506,21%,2%,3%,92%,95%,2%,0.91,0.31,0.89,0.83,0.84,0.78,0.77,0.86,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1099,P.S. 274 KOSCIUSKO,333200010274,32K274,32,40.694186,-73.928157,"800 BUSHWICK AVE BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,05,No,0.833,41068.16,21%,1%,10%,85%,95%,1%,0.92,0.31,0.91,0.88,0.95,0.81,0.85,0.93,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1100,J.H.S. 291 ROLAND HAYES,333200010291,32K291,32,40.695648,-73.915406,"231 PALMETTO ST BROOKLYN, NY 11221",BROOKLYN,11221,"06,07,08",06,08,Yes,0.8390000000000001,48443.1284931506,30%,1%,15%,81%,96%,3%,0.89,0.36,0.96,0.97,0.88,0.89,0.78,0.93,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1101,P.S. 299 THOMAS WARREN FIELD,333200010299,32K299,32,40.690996999999996,-73.91785,"88 WOODBINE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,05,No,0.893,39617.18,16%,0%,47%,51%,98%,2%,0.92,0.29,0.95,0.92,0.93,0.85,0.98,0.93,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1102,I.S. 347 SCHOOL OF HUMANITIES,333200010347,32K347,32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11221",BROOKLYN,11221,"06,07,08",06,08,No,0.821,48443.1284931506,18%,2%,7%,89%,96%,1%,0.92,0.24,0.86,0.9,0.82,0.84,0.81,0.93,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1103,"I.S. 349 MATH, SCIENCE & TECH.",333200010349,32K349,32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11211",BROOKLYN,11211,"06,07,08",06,08,Yes,0.863,48443.1284931506,30%,0%,4%,95%,99%,0%,0.94,0.18,0.85,0.91,0.83,0.79,0.78,0.92,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1104,P.S. 376,333200010376,32K376,32,40.698048,-73.92016600000001,"194 HARMAN ST BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,05,No,0.88,38851.58,17%,1%,7%,90%,97%,2%,0.95,0.13,0.96,0.97,0.98,0.92,0.81,0.95,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1105,P.S. 377 ALEJANDRINA B. DE GAUTIER,333200010377,32K377,32,40.693816999999996,-73.914879,"200 WOODBINE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8190000000000001,36894.07,19%,1%,12%,85%,97%,2%,0.91,0.32,0.9,0.85,0.85,0.73,0.81,0.89,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1106,J.H.S. 383 PHILIPPA SCHUYLER,333200010383,32K383,32,40.697891999999996,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",BROOKLYN,11237,"05,06,07,08",05,08,No,0.643,48443.1284931506,2%,5%,43%,50%,93%,1%,0.96,0.1,0.89,0.9,0.85,0.84,0.77,0.92,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1107,P.S. /I.S. 384 FRANCES E. CARTER,333200010384,32K384,32,40.68977,-73.904832,"242 COOPER ST BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.863,36830.45,25%,2%,12%,85%,97%,1%,0.93,0.23,0.88,0.91,0.93,0.78,0.79,0.92,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1108,ALL CITY LEADERSHIP SECONDARY SCHOOL,333200011554,32K554,32,40.697590999999996,-73.913097,"321 PALMETTO ST BROOKLYN, NY 11237",BROOKLYN,11237,"06,07,08,09,10,11,12",06,12,No,0.667,48443.1284931506,2%,6%,11%,77%,89%,5%,0.97,0.08,0.92,0.99,0.96,0.92,0.83,0.98,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1109,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,333200010562,32K562,32,40.688922,-73.91033,"125 COVERT ST BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,No,0.848,48443.1284931506,25%,1%,28%,69%,96%,2%,0.92,0.25,0.88,0.95,0.89,0.92,0.79,0.95,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1110,BEGINNING WITH CHILDREN CHARTER SCHOOL II,331400861021,84K037,14,40.703878,-73.95347199999999,"215 HEYWARD ST BROOKLYN, NY 11206",BROOKLYN,11206,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.795,40077.78,21%,2%,31%,65%,96%,1%,0.95,0.14,0.94,0.98,1.0,0.92,0.9,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,331400861022,84K125,14,40.697703999999995,-73.943342,"211 THROOP AVE-3RD FL BROOKLYN, NY 11206",BROOKLYN,11206,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.7140000000000001,38458.24,3%,1%,70%,25%,95%,1%,1.0,0.0,0.91,0.93,0.99,0.85,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,331500861023,84K129,15,40.685159000000006,-73.993634,"284 BALTIC ST-BSMT BROOKLYN, NY 11201",BROOKLYN,11201,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.43200000000000005,70496.26,3%,5%,33%,30%,63%,29%,1.0,0.0,0.9,0.92,1.0,0.84,0.95,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,331400861024,84K182,14,40.711863,-73.960049,"183 S 3RD ST-4TH FL BROOKLYN, NY 11211",BROOKLYN,11211,"0K,01,03,04,05,06,07,08",0K,08,No,0.674,44501.44,6%,3%,32%,54%,85%,9%,1.0,0.0,0.97,0.96,1.0,0.86,0.97,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,EXPLORE EXCEED CHARTER SCHOOL,331700861027,84K333,17,40.677036,-73.960074,"443 ST MARKS AVE-RM 114 BROOKLYN, NY 11238",BROOKLYN,11238,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.716,45240.23,5%,3%,78%,16%,94%,0%,0.94,0.16,0.92,0.93,0.92,0.88,0.86,0.96,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
